sample_id,sample_index,audio_path,split,wave_frame_normalized,filter_cutoff_normalized,filter_resonance_normalized,filter_drive_normalized,amp_attack_normalized,amp_decay_normalized,amp_sustain_normalized,amp_release_normalized
pilot_v1_00262,262,data\raw\audio\pilot_v1\pilot_v1_00262.wav,validation,0.19649651646614075,0.3819093108177185,0.1751471608877182,0.20683881640434265,0.14024189114570618,0.3549206852912903,0.3367310166358948,0.17459237575531006
pilot_v1_00263,263,data\raw\audio\pilot_v1\pilot_v1_00263.wav,train,0.712999165058136,0.8020333647727966,0.5427442193031311,0.688555121421814,0.31830939650535583,0.19300028681755066,0.7432708144187927,0.33858898282051086
pilot_v1_00264,264,data\raw\audio\pilot_v1\pilot_v1_00264.wav,train,0.6583204865455627,0.5493929386138916,0.11299952864646912,0.4120534360408783,0.09726794809103012,0.21753141283988953,0.5731790065765381,0.44917863607406616
pilot_v1_00265,265,data\raw\audio\pilot_v1\pilot_v1_00265.wav,validation,0.17305304110050201,0.7030395865440369,0.5548034310340881,0.09735206514596939,0.2690829038619995,0.40697747468948364,0.9545339941978455,0.2413967251777649
pilot_v1_00266,266,data\raw\audio\pilot_v1\pilot_v1_00266.wav,train,0.2967644929885864,0.358656644821167,0.21179406344890594,0.7088106870651245,0.38537657260894775,0.4296562969684601,0.3642519414424896,0.15892724692821503
pilot_v1_00267,267,data\raw\audio\pilot_v1\pilot_v1_00267.wav,test,0.809360921382904,0.7570899128913879,0.6700164675712585,0.2708110511302948,0.1575375497341156,0.24586045742034912,0.7580838799476624,0.34483349323272705
pilot_v1_00268,268,data\raw\audio\pilot_v1\pilot_v1_00268.wav,test,0.967269778251648,0.42330479621887207,0.4709722399711609,0.3379876911640167,0.23892290890216827,0.16901355981826782,0.24450521171092987,0.11424683034420013
pilot_v1_00269,269,data\raw\audio\pilot_v1\pilot_v1_00269.wav,train,0.4505077004432678,0.8304707407951355,0.009663349017500877,0.6526203751564026,0.4166002869606018,0.33521750569343567,0.6254441142082214,0.30015647411346436
pilot_v1_00270,270,data\raw\audio\pilot_v1\pilot_v1_00270.wav,train,0.08156673610210419,0.48527848720550537,0.7542089223861694,0.04111597687005997,0.3250814378261566,0.4781286120414734,0.44326820969581604,0.4036238491535187
pilot_v1_00271,271,data\raw\audio\pilot_v1\pilot_v1_00271.wav,train,0.5631568431854248,0.6301997900009155,0.31554409861564636,0.4792758524417877,0.10388000309467316,0.317575067281723,0.8367336392402649,0.19583986699581146
pilot_v1_00272,272,data\raw\audio\pilot_v1\pilot_v1_00272.wav,test,0.6100184321403503,0.5025615096092224,0.5953960418701172,0.22345070540905,0.3621023893356323,0.34352296590805054,0.6977288722991943,0.3861083388328552
pilot_v1_00273,273,data\raw\audio\pilot_v1\pilot_v1_00273.wav,train,0.09717842936515808,0.6131685376167297,0.1348542869091034,0.6616793274879456,0.1840343475341797,0.1597265899181366,0.27925172448158264,0.20019635558128357
pilot_v1_00274,274,data\raw\audio\pilot_v1\pilot_v1_00274.wav,train,0.4973960816860199,0.4054239094257355,0.6793956160545349,0.14374351501464844,0.07399068772792816,0.30366307497024536,0.8894609808921814,0.10715312510728836
pilot_v1_00275,275,data\raw\audio\pilot_v1\pilot_v1_00275.wav,train,0.9829080700874329,0.8470256328582764,0.23995991051197052,0.4586730897426605,0.2955828011035919,0.49310988187789917,0.4835096001625061,0.31494078040122986
pilot_v1_00276,276,data\raw\audio\pilot_v1\pilot_v1_00276.wav,train,0.7625030279159546,0.3412919342517853,0.037795621901750565,0.5265825390815735,0.30170658230781555,0.3919954001903534,0.9189818501472473,0.1496090292930603
pilot_v1_00277,277,data\raw\audio\pilot_v1\pilot_v1_00277.wav,test,0.2811567485332489,0.7741692662239075,0.48039108514785767,0.08828526735305786,0.1302822232246399,0.23144112527370453,0.500137448310852,0.3573986291885376
pilot_v1_00278,278,data\raw\audio\pilot_v1\pilot_v1_00278.wav,train,0.12616094946861267,0.5672256350517273,0.3373897075653076,0.6061753034591675,0.21555104851722717,0.2551453113555908,0.7186481356620789,0.4284186065196991
pilot_v1_00279,279,data\raw\audio\pilot_v1\pilot_v1_00279.wav,train,0.6426782608032227,0.6865664124488831,0.794816792011261,0.29140588641166687,0.4429995119571686,0.42134979367256165,0.31228142976760864,0.2425033003091812
pilot_v1_00280,280,data\raw\audio\pilot_v1\pilot_v1_00280.wav,train,0.7286107540130615,0.3995446562767029,0.3744393587112427,0.01415012963116169,0.1725751906633377,0.4677773118019104,0.9792539477348328,0.1791251003742218
pilot_v1_00281,281,data\raw\audio\pilot_v1\pilot_v1_00281.wav,validation,0.24335820972919464,0.7852204442024231,0.7076601982116699,0.4959806501865387,0.39377638697624207,0.28534844517707825,0.5977266430854797,0.32123905420303345
pilot_v1_00282,282,data\raw\audio\pilot_v1\pilot_v1_00282.wav,train,0.35146039724349976,0.4397571086883545,0.05074245110154152,0.3559728264808655,0.26029515266418457,0.17943143844604492,0.7835105061531067,0.4248792231082916
pilot_v1_00283,283,data\raw\audio\pilot_v1\pilot_v1_00283.wav,train,0.8640714883804321,0.6061568856239319,0.4175448715686798,0.621441662311554,0.08261819928884506,0.36751070618629456,0.38946008682250977,0.26088961958885193
pilot_v1_00284,284,data\raw\audio\pilot_v1\pilot_v1_00284.wav,train,0.8969641327857971,0.5130073428153992,0.6165643334388733,0.7358595132827759,0.11384260654449463,0.44105446338653564,0.6001399755477905,0.3800293207168579
pilot_v1_00285,285,data\raw\audio\pilot_v1\pilot_v1_00285.wav,train,0.38021790981292725,0.6709523797035217,0.2528979480266571,0.25400614738464355,0.3416813910007477,0.2791333496570587,0.21897929906845093,0.21603776514530182
pilot_v1_00286,286,data\raw\audio\pilot_v1\pilot_v1_00286.wav,train,0.026855692267417908,0.32682812213897705,0.5082299113273621,0.3939681649208069,0.40038761496543884,0.20610900223255157,0.8122818470001221,0.13373978435993195
pilot_v1_00287,287,data\raw\audio\pilot_v1\pilot_v1_00287.wav,train,0.5084614157676697,0.7209659814834595,0.1719195544719696,0.12861375510692596,0.22857311367988586,0.37368038296699524,0.4186477065086365,0.27585700154304504
pilot_v1_00288,288,data\raw\audio\pilot_v1\pilot_v1_00288.wav,train,0.5273674726486206,0.5351511240005493,0.22071538865566254,0.30086368322372437,0.3243640065193176,0.3630561828613281,0.8765109181404114,0.32652342319488525
pilot_v1_00289,289,data\raw\audio\pilot_v1\pilot_v1_00289.wav,train,0.014816800132393837,0.6501930356025696,0.659382164478302,0.5952627062797546,0.14668673276901245,0.17360937595367432,0.49495211243629456,0.18426528573036194
pilot_v1_00290,290,data\raw\audio\pilot_v1\pilot_v1_00290.wav,validation,0.39256277680397034,0.30465200543403625,0.10409858822822571,0.08171988278627396,0.2116437405347824,0.28978028893470764,0.6863105893135071,0.2556050717830658
pilot_v1_00291,291,data\raw\audio\pilot_v1\pilot_v1_00291.wav,train,0.8777539730072021,0.7418242692947388,0.5654093623161316,0.534619927406311,0.43284523487091064,0.47357669472694397,0.29227522015571594,0.41973885893821716
pilot_v1_00292,292,data\raw\audio\pilot_v1\pilot_v1_00292.wav,validation,0.8441277146339417,0.3687797784805298,0.7632797956466675,0.44908660650253296,0.3644442558288574,0.37879613041877747,0.7036717534065247,0.21024063229560852
pilot_v1_00293,293,data\raw\audio\pilot_v1\pilot_v1_00293.wav,train,0.3625834286212921,0.8146847486495972,0.3050593137741089,0.15480203926563263,0.19262941181659698,0.21259160339832306,0.32252755761146545,0.3743763566017151
pilot_v1_00294,294,data\raw\audio\pilot_v1\pilot_v1_00294.wav,train,0.2320510298013687,0.47048282623291016,0.4619278609752655,0.6682990789413452,0.052898913621902466,0.2739948332309723,0.9087110757827759,0.28165432810783386
pilot_v1_00295,295,data\raw\audio\pilot_v1\pilot_v1_00295.wav,test,0.7487367987632751,0.5767993927001953,0.02012583613395691,0.2153761386871338,0.2807380259037018,0.43454912304878235,0.5150407552719116,0.1393929123878479
pilot_v1_00296,296,data\raw\audio\pilot_v1\pilot_v1_00296.wav,train,0.6315552592277527,0.3632351756095886,0.4498750865459442,0.13514041900634766,0.10993460565805435,0.4975644052028656,0.7949500679969788,0.2055554986000061
pilot_v1_00297,297,data\raw\audio\pilot_v1\pilot_v1_00297.wav,train,0.14610469341278076,0.7530739307403564,0.08227923512458801,0.38598382472991943,0.3315263092517853,0.30948513746261597,0.37651294469833374,0.3915155529975891
pilot_v1_00298,298,data\raw\audio\pilot_v1\pilot_v1_00298.wav,validation,0.2610306739807129,0.5453860759735107,0.7253298163414001,0.24451251327991486,0.42304590344429016,0.1552947461605072,0.9922741651535034,0.309581458568573
pilot_v1_00299,299,data\raw\audio\pilot_v1\pilot_v1_00299.wav,train,0.7738102078437805,0.7076257467269897,0.3929023742675781,0.746828019618988,0.24497827887535095,0.33772361278533936,0.5863116383552551,0.10174575448036194
pilot_v1_00300,300,data\raw\audio\pilot_v1\pilot_v1_00300.wav,train,0.9949469566345215,0.472131609916687,0.19193288683891296,0.6147862672805786,0.15148276090621948,0.4162341058254242,0.8225252032279968,0.35186851024627686
pilot_v1_00301,301,data\raw\audio\pilot_v1\pilot_v1_00301.wav,train,0.47849005460739136,0.642834484577179,0.5274742245674133,0.3641031086444855,0.3789307773113251,0.24866271018981934,0.4036741256713867,0.1440308392047882
pilot_v1_00302,302,data\raw\audio\pilot_v1\pilot_v1_00302.wav,train,0.11638861149549484,0.4359475374221802,0.2828844487667084,0.5055286288261414,0.2626378536224365,0.23657962679862976,0.615040123462677,0.24803359806537628
pilot_v1_00303,303,data\raw\audio\pilot_v1\pilot_v1_00303.wav,train,0.5976735353469849,0.8173325657844543,0.6473197937011719,0.0031444511841982603,0.09121391922235489,0.3985007703304291,0.20871174335479736,0.43399694561958313
pilot_v1_00304,304,data\raw\audio\pilot_v1\pilot_v1_00304.wav,train,0.5820313096046448,0.4185868799686432,0.06674766540527344,0.6994677186012268,0.44944509863853455,0.24142727255821228,0.46969524025917053,0.23547130823135376
pilot_v1_00305,305,data\raw\audio\pilot_v1\pilot_v1_00305.wav,train,0.06949649006128311,0.8344079256057739,0.40305694937705994,0.19738104939460754,0.22160640358924866,0.42385557293891907,0.8510353565216064,0.44331201910972595
pilot_v1_00306,306,data\raw\audio\pilot_v1\pilot_v1_00306.wav,train,0.46288225054740906,0.4899684190750122,0.3584621548652649,0.43237462639808655,0.1363368183374405,0.41143062710762024,0.26767852902412415,0.35075873136520386
pilot_v1_00307,307,data\raw\audio\pilot_v1\pilot_v1_00307.wav,train,0.948089063167572,0.6263571977615356,0.722127377986908,0.1817607432603836,0.3081514239311218,0.2233521044254303,0.6615420579910278,0.16479374468326569
pilot_v1_00308,308,data\raw\audio\pilot_v1\pilot_v1_00308.wav,train,0.7894484996795654,0.5626647472381592,0.5242809057235718,0.05045105889439583,0.2891377806663513,0.3227122128009796,0.34719714522361755,0.30522748827934265
pilot_v1_00309,309,data\raw\audio\pilot_v1\pilot_v1_00309.wav,train,0.30791911482810974,0.6905988454818726,0.15747740864753723,0.552698016166687,0.06793668121099472,0.48463258147239685,0.7281721234321594,0.11925908923149109
pilot_v1_00310,310,data\raw\audio\pilot_v1\pilot_v1_00310.wav,train,0.16171641647815704,0.3453499674797058,0.6005352139472961,0.3176586329936981,0.17797957360744476,0.3301003873348236,0.5406153202056885,0.1907690316438675
pilot_v1_00311,311,data\raw\audio\pilot_v1\pilot_v1_00311.wav,train,0.6784168481826782,0.7696331143379211,0.2673132121562958,0.5682038068771362,0.35565662384033203,0.1625295877456665,0.9340642094612122,0.39861175417900085
pilot_v1_00312,312,data\raw\audio\pilot_v1\pilot_v1_00312.wav,train,0.7018445730209351,0.45293760299682617,0.687686026096344,0.48726019263267517,0.23501870036125183,0.20364853739738464,0.3510363698005676,0.29079315066337585
pilot_v1_00313,313,data\raw\audio\pilot_v1\pilot_v1_00313.wav,train,0.21640890836715698,0.5935556292533875,0.23025710880756378,0.034589316695928574,0.40644294023513794,0.3874443471431732,0.7696942090988159,0.12666507065296173
pilot_v1_00314,314,data\raw\audio\pilot_v1\pilot_v1_00314.wav,train,0.3157256245613098,0.38693562150001526,0.5871337056159973,0.6416519284248352,0.3477359712123871,0.44918936491012573,0.5615440607070923,0.23117975890636444
pilot_v1_00315,315,data\raw\audio\pilot_v1\pilot_v1_00315.wav,train,0.8285198211669922,0.7983920574188232,0.14453627169132233,0.3474813401699066,0.12028742581605911,0.259743332862854,0.9676765203475952,0.3734321594238281
pilot_v1_00316,316,data\raw\audio\pilot_v1\pilot_v1_00316.wav,train,0.9246422648429871,0.3222832977771759,0.34553056955337524,0.2626807689666748,0.07617317885160446,0.18786317110061646,0.4281728267669678,0.2729528546333313
pilot_v1_00317,317,data\raw\audio\pilot_v1\pilot_v1_00317.wav,train,0.4082012176513672,0.7250153422355652,0.7849644422531128,0.7154661417007446,0.25424113869667053,0.34841668605804443,0.8471964597702026,0.415208637714386
pilot_v1_00318,318,data\raw\audio\pilot_v1\pilot_v1_00318.wav,train,0.06167852133512497,0.5170478820800781,0.02967672049999237,0.10835776478052139,0.38772162795066833,0.4649294316768646,0.23406662046909332,0.33378517627716064
pilot_v1_00319,319,data\raw\audio\pilot_v1\pilot_v1_00319.wav,train,0.5429790616035461,0.6663996577262878,0.4902164936065674,0.40250545740127563,0.16612941026687622,0.2987254858016968,0.6406129598617554,0.16965505480766296
pilot_v1_00320,320,data\raw\audio\pilot_v1\pilot_v1_00320.wav,validation,0.5387601852416992,0.4655395746231079,0.00028150752768851817,0.023641647771000862,0.14956453442573547,0.1718226969242096,0.7197349071502686,0.1614398956298828
pilot_v1_00321,321,data\raw\audio\pilot_v1\pilot_v1_00321.wav,validation,0.0513712614774704,0.5803830623626709,0.4678540825843811,0.485032856464386,0.3215716481208801,0.3323870003223419,0.3008919358253479,0.34744763374328613
pilot_v1_00322,322,data\raw\audio\pilot_v1\pilot_v1_00322.wav,train,0.4163110852241516,0.3737562894821167,0.32492443919181824,0.3435603380203247,0.4365043044090271,0.48102322220802307,0.9178463816642761,0.43982988595962524
pilot_v1_00323,323,data\raw\audio\pilot_v1\pilot_v1_00323.wav,validation,0.9310585260391235,0.8110007047653198,0.7573286294937134,0.6353275775909424,0.20807011425495148,0.3148300349712372,0.5114780068397522,0.23194646835327148
pilot_v1_00324,324,data\raw\audio\pilot_v1\pilot_v1_00324.wav,train,0.8396818041801453,0.3010520339012146,0.5579338073730469,0.7263079285621643,0.18917177617549896,0.22038327157497406,0.8969682455062866,0.3980350196361542
pilot_v1_00325,325,data\raw\audio\pilot_v1\pilot_v1_00325.wav,train,0.32128751277923584,0.7467501759529114,0.12236917018890381,0.2650311589241028,0.3678164482116699,0.40418967604637146,0.4784925580024719,0.19014954566955566
pilot_v1_00326,326,data\raw\audio\pilot_v1\pilot_v1_00326.wav,train,0.2091379314661026,0.5387853980064392,0.6668845415115356,0.40645790100097656,0.2780616581439972,0.4324226677417755,0.6902704834938049,0.11846862733364105
pilot_v1_00327,327,data\raw\audio\pilot_v1\pilot_v1_00327.wav,validation,0.6923916935920715,0.6451656818389893,0.20242595672607422,0.11466777324676514,0.05548986792564392,0.2429872453212738,0.2843174934387207,0.30447977781295776
pilot_v1_00328,328,data\raw\audio\pilot_v1\pilot_v1_00328.wav,validation,0.6845737099647522,0.43118926882743835,0.6289525628089905,0.1889737844467163,0.33508768677711487,0.29502928256988525,0.8008929491043091,0.3685402274131775
pilot_v1_00329,329,data\raw\audio\pilot_v1\pilot_v1_00329.wav,test,0.17008569836616516,0.8212348818778992,0.29026326537132263,0.6947000026702881,0.10626333951950073,0.45696040987968445,0.4197338819503784,0.22633057832717896
pilot_v1_00330,330,data\raw\audio\pilot_v1\pilot_v1_00330.wav,train,0.29784074425697327,0.4767894744873047,0.5458623170852661,0.1811583787202835,0.2477584332227707,0.3577938973903656,0.6114799380302429,0.12198670208454132
pilot_v1_00331,331,data\raw\audio\pilot_v1\pilot_v1_00331.wav,train,0.785000741481781,0.6389654278755188,0.18452905118465424,0.4227316975593567,0.4201558530330658,0.19023387134075165,0.21784436702728271,0.2860720157623291
pilot_v1_00332,332,data\raw\audio\pilot_v1\pilot_v1_00332.wav,train,0.938865065574646,0.5414329171180725,0.3870747983455658,0.5609536170959473,0.3763520419597626,0.2683945298194885,0.7784932851791382,0.16754023730754852
pilot_v1_00333,333,data\raw\audio\pilot_v1\pilot_v1_00333.wav,test,0.455382376909256,0.7123342156410217,0.7452727556228638,0.055387627333402634,0.15417136251926422,0.45083341002464294,0.3969675600528717,0.33162760734558105
pilot_v1_00334,334,data\raw\audio\pilot_v1\pilot_v1_00334.wav,train,0.07479897141456604,0.36708688735961914,0.08813373744487762,0.56888347864151,0.08785395324230194,0.38438865542411804,0.9843199253082275,0.41322189569473267
pilot_v1_00335,335,data\raw\audio\pilot_v1\pilot_v1_00335.wav,train,0.5934526920318604,0.7483997344970703,0.4299132525920868,0.3272414803504944,0.2661077380180359,0.19632074236869812,0.590268075466156,0.27100884914398193
pilot_v1_00336,336,data\raw\audio\pilot_v1\pilot_v1_00336.wav,train,0.6090947985649109,0.3500578701496124,0.26227983832359314,0.37610313296318054,0.22428280115127563,0.44392770528793335,0.32624542713165283,0.42031559348106384
pilot_v1_00337,337,data\raw\audio\pilot_v1\pilot_v1_00337.wav,train,0.12169121205806732,0.7656805515289307,0.6196824312210083,0.1347586214542389,0.4468541741371155,0.2763669192790985,0.7453091740608215,0.25622454285621643
pilot_v1_00338,338,data\raw\audio\pilot_v1\pilot_v1_00338.wav,train,0.47099030017852783,0.5579900145530701,0.16253921389579773,0.7418225407600403,0.31160905957221985,0.20889678597450256,0.5359779596328735,0.18505573272705078
pilot_v1_00339,339,data\raw\audio\pilot_v1\pilot_v1_00339.wav,train,0.9857228398323059,0.6944511532783508,0.5051103234291077,0.23632581532001495,0.132964625954628,0.3708285093307495,0.9425163269042969,0.32727113366127014
pilot_v1_00340,340,data\raw\audio\pilot_v1\pilot_v1_00340.wav,train,0.7693623304367065,0.4938710927963257,0.704529881477356,0.37381497025489807,0.06427760422229767,0.47052237391471863,0.453723669052124,0.14274676144123077
pilot_v1_00341,341,data\raw\audio\pilot_v1\pilot_v1_00341.wav,train,0.25095242261886597,0.621598482131958,0.3650696873664856,0.6153197288513184,0.29271137714385986,0.28245386481285095,0.8723719120025635,0.2849654257297516
pilot_v1_00342,342,data\raw\audio\pilot_v1\pilot_v1_00342.wav,test,0.15447409451007843,0.41471830010414124,0.42067670822143555,0.008210035972297192,0.3527787923812866,0.18226194381713867,0.2588423192501068,0.3778584599494934
pilot_v1_00343,343,data\raw\audio\pilot_v1\pilot_v1_00343.wav,train,0.6377120018005371,0.8390653729438782,0.06011061370372772,0.5136380195617676,0.18077193200588226,0.3647015690803528,0.6650132536888123,0.2137654423713684
pilot_v1_00344,344,data\raw\audio\pilot_v1\pilot_v1_00344.wav,train,0.7392838001251221,0.5219743847846985,0.4835107624530792,0.5887010097503662,0.40980294346809387,0.3948900103569031,0.4453071057796478,0.10386057198047638
pilot_v1_00345,345,data\raw\audio\pilot_v1\pilot_v1_00345.wav,train,0.22478017210960388,0.6627991199493408,0.04717593640089035,0.2971629202365875,0.23154886066913605,0.2286960482597351,0.8262474536895752,0.3117390275001526
pilot_v1_00346,346,data\raw\audio\pilot_v1\pilot_v1_00346.wav,train,0.3681454360485077,0.31725654006004333,0.7916986346244812,0.5321552157402039,0.12286616116762161,0.2579544484615326,0.24251523613929749,0.39350229501724243
pilot_v1_00347,347,data\raw\audio\pilot_v1\pilot_v1_00347.wav,train,0.8552895784378052,0.7286490201950073,0.32800787687301636,0.07099241763353348,0.34504735469818115,0.41851934790611267,0.6359789967536926,0.20749950408935547
pilot_v1_00348,348,data\raw\audio\pilot_v1\pilot_v1_00348.wav,train,0.8841701149940491,0.39051884412765503,0.12548616528511047,0.16124071180820465,0.2514609694480896,0.34628939628601074,0.37236958742141724,0.43888887763023376
pilot_v1_00349,349,data\raw\audio\pilot_v1\pilot_v1_00349.wav,train,0.4006727635860443,0.7934492230415344,0.5922641158103943,0.4528931975364685,0.07906317710876465,0.1568533480167389,0.7537260055541992,0.25288277864456177
pilot_v1_00350,350,data\raw\audio\pilot_v1\pilot_v1_00350.wav,train,0.004509658552706242,0.4492530822753906,0.24932953715324402,0.21785517036914825,0.16256800293922424,0.3065149486064911,0.5650126338005066,0.14870920777320862
pilot_v1_00351,351,data\raw\audio\pilot_v1\pilot_v1_00351.wav,train,0.5231484770774841,0.5985326170921326,0.6825259923934937,0.6789950728416443,0.39139288663864136,0.490322083234787,0.958842933177948,0.3565896153450012
pilot_v1_00352,352,data\raw\audio\pilot_v1\pilot_v1_00352.wav,train,0.5030215978622437,0.37834271788597107,0.5368423461914062,0.49974995851516724,0.06193488836288452,0.41338223218917847,0.5479516386985779,0.3168847858905792
pilot_v1_00353,353,data\raw\audio\pilot_v1\pilot_v1_00353.wav,train,0.015815790742635727,0.8069930672645569,0.19506476819515228,0.02064327895641327,0.28411567211151123,0.2514505088329315,0.9289251565933228,0.10913985967636108
pilot_v1_00354,354,data\raw\audio\pilot_v1\pilot_v1_00354.wav,train,0.38954871892929077,0.4615238904953003,0.6379501819610596,0.6321003437042236,0.37387123703956604,0.23381321132183075,0.33981192111968994,0.20235389471054077
pilot_v1_00355,355,data\raw\audio\pilot_v1\pilot_v1_00355.wav,train,0.9041130542755127,0.5849607586860657,0.27975407242774963,0.35850629210472107,0.19561755657196045,0.4013739824295044,0.7332624197006226,0.38822317123413086
pilot_v1_00356,356,data\raw\audio\pilot_v1\pilot_v1_00356.wav,train,0.8745008111000061,0.5256469249725342,0.07915955036878586,0.25026825070381165,0.2016245275735855,0.4947553277015686,0.26893606781959534,0.24722440540790558
pilot_v1_00357,357,data\raw\audio\pilot_v1\pilot_v1_00357.wav,train,0.3558013439178467,0.6578091979026794,0.4404947757720947,0.7293520569801331,0.4304489493370056,0.3123156726360321,0.6502747535705566,0.4330969452857971
pilot_v1_00358,358,data\raw\audio\pilot_v1\pilot_v1_00358.wav,train,0.23681986331939697,0.31368646025657654,0.3960205316543579,0.11784921586513519,0.3155170679092407,0.1524001508951187,0.4684864282608032,0.3622478246688843
pilot_v1_00359,359,data\raw\audio\pilot_v1\pilot_v1_00359.wav,train,0.7203788161277771,0.7336040735244751,0.7347116470336914,0.3915576934814453,0.1431197226047516,0.3404686748981476,0.8623515963554382,0.15450094640254974
pilot_v1_00360,360,data\raw\audio\pilot_v1\pilot_v1_00360.wav,train,0.6500560641288757,0.4813591241836548,0.30818966031074524,0.6621758341789246,0.2725527286529541,0.3759656250476837,0.22892741858959198,0.2616373598575592
pilot_v1_00361,361,data\raw\audio\pilot_v1\pilot_v1_00361.wav,train,0.1352628618478775,0.6349416375160217,0.7726494669914246,0.23321668803691864,0.09390795975923538,0.21540072560310364,0.6479493975639343,0.4256696403026581
pilot_v1_00362,362,data\raw\audio\pilot_v1\pilot_v1_00362.wav,train,0.26985740661621094,0.42719024419784546,0.016993993893265724,0.46674567461013794,0.16022613644599915,0.27124977111816406,0.43326330184936523,0.3218584954738617
pilot_v1_00363,363,data\raw\audio\pilot_v1\pilot_v1_00363.wav,train,0.7573226094245911,0.8258299231529236,0.4525597095489502,0.14886316657066345,0.38279780745506287,0.43744373321533203,0.8398110270500183,0.17970184981822968
pilot_v1_00364,364,data\raw\audio\pilot_v1\pilot_v1_00364.wav,test,0.9744167327880859,0.35393214225769043,0.650000274181366,0.08786597847938538,0.41371026635169983,0.36026838421821594,0.5502772927284241,0.27938181161880493
pilot_v1_00365,365,data\raw\audio\pilot_v1\pilot_v1_00365.wav,train,0.4911171495914459,0.7610255479812622,0.21759727597236633,0.516756534576416,0.2417030781507492,0.17646123468875885,0.9689335227012634,0.13722188770771027
pilot_v1_00366,366,data\raw\audio\pilot_v1\pilot_v1_00366.wav,train,0.1017482653260231,0.5540845990180969,0.5747897028923035,0.283181756734848,0.10020875185728073,0.2869070768356323,0.36235204339027405,0.21934890747070312
pilot_v1_00367,367,data\raw\audio\pilot_v1\pilot_v1_00367.wav,test,0.6202188730239868,0.6992039084434509,0.10721822828054428,0.601224422454834,0.328642874956131,0.4763430953025818,0.768485963344574,0.3833831548690796
pilot_v1_00368,368,data\raw\audio\pilot_v1\pilot_v1_00368.wav,train,0.5733571648597717,0.5711618661880493,0.7755962610244751,0.10223452746868134,0.18682672083377838,0.18511810898780823,0.904475212097168,0.22045865654945374
pilot_v1_00369,369,data\raw\audio\pilot_v1\pilot_v1_00369.wav,train,0.08613669127225876,0.6818413138389587,0.3423987329006195,0.4203459620475769,0.3592245876789093,0.3513112962245941,0.5233293771743774,0.3626202344894409
pilot_v1_00370,370,data\raw\audio\pilot_v1\pilot_v1_00370.wav,train,0.4442288875579834,0.3374568521976471,0.49958616495132446,0.2803398370742798,0.29915642738342285,0.46209895610809326,0.7079566121101379,0.29194411635398865
pilot_v1_00371,371,data\raw\audio\pilot_v1\pilot_v1_00371.wav,train,0.9587783217430115,0.7788603901863098,0.03280703350901604,0.7095272541046143,0.0703316330909729,0.30153462290763855,0.3142876625061035,0.12790684401988983
pilot_v1_00372,372,data\raw\audio\pilot_v1\pilot_v1_00372.wav,train,0.804180383682251,0.41016530990600586,0.23337674140930176,0.6477980017662048,0.1269100159406662,0.20077532529830933,0.6757029891014099,0.3366449773311615
pilot_v1_00373,373,data\raw\audio\pilot_v1\pilot_v1_00373.wav,train,0.2854653000831604,0.8431066870689392,0.6970663666725159,0.3296179175376892,0.3051642179489136,0.3902107775211334,0.29414257407188416,0.17260564863681793
pilot_v1_00374,374,data\raw\audio\pilot_v1\pilot_v1_00374.wav,validation,0.1821550726890564,0.49792027473449707,0.14141814410686493,0.46957826614379883,0.44040852785110474,0.44640159606933594,0.8870697617530823,0.26599133014678955
pilot_v1_00375,375,data\raw\audio\pilot_v1\pilot_v1_00375.wav,train,0.6656981706619263,0.6170544624328613,0.5777518153190613,0.040551044046878815,0.21822744607925415,0.26259520649909973,0.49303585290908813,0.4081563353538513
pilot_v1_00376,376,data\raw\audio\pilot_v1\pilot_v1_00376.wav,train,0.704767107963562,0.33044496178627014,0.15434706211090088,0.3118799924850464,0.3974476754665375,0.3199457824230194,0.6233285665512085,0.34130868315696716
pilot_v1_00377,377,data\raw\audio\pilot_v1\pilot_v1_00377.wav,train,0.18995828926563263,0.7160567045211792,0.5149112939834595,0.585702657699585,0.16901381313800812,0.48750582337379456,0.20447604358196259,0.1554451435804367
pilot_v1_00378,378,data\raw\audio\pilot_v1\pilot_v1_00378.wav,train,0.34016308188438416,0.5093564391136169,0.2704451084136963,0.06776518374681473,0.08550821989774704,0.3272485136985779,0.8142855167388916,0.2380855828523636
pilot_v1_00379,379,data\raw\audio\pilot_v1\pilot_v1_00379.wav,train,0.8276124000549316,0.6759628653526306,0.6099033355712891,0.5471011996269226,0.25751498341560364,0.1653173714876175,0.4079587459564209,0.4458248019218445
pilot_v1_00380,380,data\raw\audio\pilot_v1\pilot_v1_00380.wav,train,0.9197208285331726,0.4447172284126282,0.4124387800693512,0.43813037872314453,0.33899277448654175,0.2385326474905014,0.9941420555114746,0.1950921267271042
pilot_v1_00381,381,data\raw\audio\pilot_v1\pilot_v1_00381.wav,test,0.43640658259391785,0.6025898456573486,0.06986583024263382,0.1642848253250122,0.11642131954431534,0.4266006052494049,0.575703501701355,0.40283340215682983
pilot_v1_00382,382,data\raw\audio\pilot_v1\pilot_v1_00382.wav,train,0.03145800158381462,0.394551545381546,0.7127470374107361,0.6821765303611755,0.2251032441854477,0.40862149000167847,0.793033242225647,0.2995370328426361
pilot_v1_00383,383,data\raw\audio\pilot_v1\pilot_v1_00383.wav,validation,0.5499137043952942,0.788887619972229,0.3553425073623657,0.202954962849617,0.4037475883960724,0.22618260979652405,0.38707235455513,0.11367008835077286
